date,post_count,vader_compound_mean,vader_compound_std,vader_compound_sum,lm_net_mean,lm_net_std,lm_negative_mean,lm_positive_mean,lm_uncertainty_mean,lm_litigious_mean,pct_positive_vader,pct_negative_vader,pct_neutral_vader,pct_positive_lm,pct_negative_lm,pct_neutral_lm
2025-04-01,1,0.8666,,0.8666,0.007352941176470588,,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2025-04-02,4,0.36745,0.42762136289011565,1.4698,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.5,0.0,0.0,1.0
2025-04-03,12,0.44854166666666667,0.4203940823438134,5.3825,-0.005296039688958934,0.01783699502562273,0.8333333333333334,0.6666666666666666,0.9166666666666666,0.08333333333333333,0.6666666666666666,0.08333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.6666666666666666
2025-04-04,5,0.35718,0.7900806237340591,1.7859,0.002116589805490811,0.01752963558090158,1.4,2.8,1.8,0.2,0.6,0.2,0.2,0.6,0.2,0.2
2025-04-05,6,0.2617333333333333,0.7106225571051531,1.5704,0.0029755922250851254,0.0070230999804438195,1.1666666666666667,1.5,1.1666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5
2025-04-06,4,0.726,0.417100651322116,2.904,-0.013616071428571429,0.017180251254369516,1.75,0.75,0.75,0.0,1.0,0.0,0.0,0.0,0.5,0.5
2025-04-07,10,0.10907,0.7411823258221362,1.0907,-0.024234328981810892,0.047529406722053254,1.1,0.9,0.7,0.0,0.6,0.4,0.0,0.3,0.4,0.3
2025-04-08,4,0.48619999999999997,0.6425629567080049,1.9447999999999999,-0.00024703557312252995,0.01815557408789171,0.25,0.5,0.75,0.0,0.75,0.25,0.0,0.25,0.25,0.5
2025-04-09,13,0.7005538461538462,0.4505306068318863,9.1072,0.007826440061497257,0.01925385206565228,0.7692307692307693,1.9230769230769231,1.8461538461538463,0.0,0.8461538461538461,0.15384615384615385,0.0,0.5384615384615384,0.23076923076923078,0.23076923076923078
2025-04-10,5,0.46658,0.7206782895300787,2.3329,0.0069521239688535965,0.032246321898880534,0.8,1.2,0.2,0.2,0.8,0.2,0.0,0.4,0.4,0.2
2025-04-11,14,0.5504142857142857,0.6576827150126219,7.7058,0.011705087413521192,0.027470354057942396,3.5714285714285716,4.571428571428571,2.0714285714285716,0.14285714285714285,0.7857142857142857,0.21428571428571427,0.0,0.6428571428571429,0.14285714285714285,0.21428571428571427
2025-04-12,5,0.4913600000000001,0.5911148729308036,2.4568000000000003,0.008737965386338187,0.03699664606252381,1.4,1.4,1.0,0.0,0.8,0.2,0.0,0.4,0.6,0.0
2025-04-13,3,0.46559999999999996,0.5631257142059843,1.3967999999999998,-0.011754203243564946,0.010812451896458363,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333
2025-04-14,8,0.5152625,0.5742872898210442,4.1221,-0.0015103159252095424,0.016794087596399537,0.375,0.875,0.75,0.0,0.75,0.125,0.125,0.25,0.125,0.625
2025-04-15,5,0.75288,0.24704120506506602,3.7644,0.015563129401385567,0.027429603538928447,0.8,2.0,0.4,0.0,1.0,0.0,0.0,0.8,0.2,0.0
2025-04-16,5,0.5690999999999999,0.6368968872588403,2.8455,0.004815020468600296,0.012841966385088789,0.4,0.6,0.8,0.0,0.8,0.2,0.0,0.4,0.2,0.4
2025-04-17,1,0.918,,0.918,0.023255813953488372,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2025-04-18,5,0.13154,0.7513869329446713,0.6577,-0.001985089507596613,0.020210442786159803,1.0,0.4,1.0,0.0,0.4,0.6,0.0,0.2,0.4,0.4
2025-04-19,4,0.8585,0.25490114423700283,3.434,0.005751038243795397,0.0038802791882392106,1.25,3.0,2.5,0.25,1.0,0.0,0.0,0.75,0.0,0.25
2025-04-20,5,0.28734000000000004,0.5486083648651376,1.4367,0.004651162790697674,0.010400316174417626,0.4,0.6,0.0,0.0,0.6,0.2,0.2,0.2,0.0,0.8
2025-04-21,8,0.6378625,0.4191231968134702,5.1029,0.0018490219825370656,0.013980713711869373,0.5,0.625,1.125,0.125,0.75,0.0,0.25,0.375,0.375,0.25
2025-04-22,6,0.2839,0.7634687524712456,1.7034,0.004385612955200583,0.020236671235829815,1.3333333333333333,1.8333333333333333,0.6666666666666666,0.16666666666666666,0.5,0.5,0.0,0.5,0.3333333333333333,0.16666666666666666
2025-04-23,3,0.6335666666666667,0.23193381239770391,1.9007,0.003436426116838488,0.005952064630820884,0.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
2025-04-24,16,0.66396875,0.4101912069896997,10.6235,-0.0025834994937802918,0.023992190080136547,1.25,1.1875,1.5625,0.0,0.9375,0.0625,0.0,0.3125,0.375,0.3125
2025-04-25,7,0.2075428571428571,0.6645091919533366,1.4527999999999999,0.005989062291583301,0.008603696427419007,0.42857142857142855,1.1428571428571428,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,0.5714285714285714
2025-04-26,5,0.54186,0.8307205715521916,2.7093,-0.002800627581001158,0.024856521209343004,1.8,1.4,1.0,0.0,0.8,0.2,0.0,0.4,0.4,0.2
2025-04-28,6,0.5021166666666667,0.5812623415177236,3.0126999999999997,0.010467700637810676,0.02661614486602881,1.1666666666666667,1.5,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-04-29,4,0.17665,0.3645025880109312,0.7066,-0.005889679715302491,0.009555298204621858,1.0,0.25,2.5,0.0,0.75,0.25,0.0,0.0,0.5,0.5
2025-04-30,6,-0.016366666666666658,0.7392777574543054,-0.09819999999999995,-0.010767156976834396,0.012877381244259866,2.3333333333333335,1.0,1.0,0.3333333333333333,0.5,0.5,0.0,0.0,0.6666666666666666,0.3333333333333333
2025-05-01,9,0.5236666666666667,0.5126361672765588,4.713,-0.0015308011116651125,0.01433637455126124,1.3333333333333333,0.8888888888888888,0.7777777777777778,0.2222222222222222,0.8888888888888888,0.1111111111111111,0.0,0.2222222222222222,0.4444444444444444,0.3333333333333333
2025-05-02,4,0.173975,0.679295107077918,0.6959,-0.001889912591542641,0.01310647909915445,0.25,0.25,1.25,0.25,0.5,0.25,0.25,0.25,0.25,0.5
2025-05-03,8,0.6330250000000001,0.6165093667461301,5.0642000000000005,-0.0018161021834483299,0.017091640605393862,5.5,3.375,2.875,0.125,0.875,0.125,0.0,0.375,0.375,0.25
2025-05-04,6,0.3548833333333333,0.4902303516375406,2.1292999999999997,-0.002759879725085911,0.004464125973284472,1.6666666666666667,0.3333333333333333,2.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666
2025-05-05,5,0.1527,0.8046973375126825,0.7635000000000001,-0.009471162704993551,0.01927456407383196,2.2,1.6,0.6,0.0,0.6,0.4,0.0,0.2,0.4,0.4
2025-05-06,4,-0.008575000000000027,0.8082214316015135,-0.03430000000000011,-0.018292682926829267,0.036585365853658534,1.5,0.75,0.25,0.25,0.5,0.5,0.0,0.0,0.25,0.75
2025-05-07,6,0.4759166666666667,0.7958520953460302,2.8555,-0.0021243855589018865,0.007051524282810202,2.3333333333333335,1.6666666666666667,2.1666666666666665,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5
2025-05-08,6,0.5896833333333333,0.31854732406138125,3.5381,0.0006526895786210593,0.020572035334774315,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.5,0.5,0.0
2025-05-09,3,0.7344666666666667,0.40798725878798386,2.2034000000000002,0.017751672377223037,0.023532628587637505,0.0,1.3333333333333333,1.3333333333333333,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
2025-05-11,2,0.44620000000000004,0.3449266878627979,0.8924000000000001,-0.012152777777777776,0.06138079697799891,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.0
2025-05-12,7,0.6505857142857143,0.31745688121156146,4.5541,0.003214360140552696,0.012745920044723838,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.0,0.8571428571428571,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.42857142857142855
2025-05-13,7,0.5556285714285715,0.4560036648766679,3.8894,0.00010175010175010204,0.01334316989637349,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855
2025-05-14,4,0.25445,0.7668393856169187,1.0178,-0.005980340183376237,0.017139025572270775,2.0,1.25,1.25,0.0,0.75,0.25,0.0,0.25,0.75,0.0
2025-05-15,12,0.6900583333333333,0.3144223085375155,8.2807,0.007065513710751435,0.023873131437731954,2.5833333333333335,2.0833333333333335,1.5833333333333333,0.16666666666666666,0.9166666666666666,0.0,0.08333333333333333,0.5833333333333334,0.25,0.16666666666666666
2025-05-16,4,0.184725,0.8424517844759228,0.7389,-0.0003867151956323928,0.011041766565463015,0.5,0.75,2.25,0.0,0.5,0.5,0.0,0.25,0.25,0.5
2025-05-17,5,0.671,0.2093627115796889,3.355,0.001169343477035785,0.018724198945046955,0.4,1.0,0.4,0.0,1.0,0.0,0.0,0.4,0.2,0.4
2025-05-18,9,0.6109555555555555,0.47997035614481215,5.4986,0.007264215665723913,0.01653349997271613,0.7777777777777778,1.3333333333333333,0.3333333333333333,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.5555555555555556
2025-05-19,5,0.8218799999999999,0.14780802413942215,4.1094,-0.014254341321982666,0.01564691933640438,1.8,0.2,1.0,0.2,1.0,0.0,0.0,0.0,0.6,0.4
2025-05-20,4,0.673075,0.3620791476551317,2.6923,0.01300599700149925,0.016638020677412473,1.25,2.75,1.0,0.75,1.0,0.0,0.0,0.5,0.0,0.5
2025-05-21,5,0.9480999999999999,0.04496609834086118,4.7405,0.007470623315492827,0.02194110381202484,1.2,1.6,0.8,0.2,1.0,0.0,0.0,0.6,0.2,0.2
2025-05-22,6,0.5429666666666667,0.5397852004887377,3.2578,0.011135392385392386,0.01959986938646174,0.8333333333333334,1.1666666666666667,1.6666666666666667,0.0,0.8333333333333334,0.16666666666666666,0.0,0.5,0.3333333333333333,0.16666666666666666
2025-05-23,4,0.3286,0.22579247108794392,1.3144,-0.010638297872340425,0.02127659574468085,0.5,0.0,0.25,0.0,0.75,0.0,0.25,0.0,0.25,0.75
2025-05-24,2,0.9367,0.047093311627024056,1.8734,0.035897435897435895,0.0036261886214694786,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2025-05-25,3,0.5272333333333333,0.459431326025265,1.5817,-0.007651256992220151,0.00685803515534138,1.6666666666666667,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333
2025-05-26,11,0.6788090909090909,0.3514040621693081,7.4669,0.006031994392456017,0.007637757653322718,0.18181818181818182,1.1818181818181819,1.0909090909090908,0.09090909090909091,0.9090909090909091,0.0,0.09090909090909091,0.45454545454545453,0.0,0.5454545454545454
2025-05-27,6,0.5720999999999999,0.5183874033963403,3.4326,0.0009361845106306737,0.01318445295232412,1.0,0.8333333333333334,0.5,0.0,0.8333333333333334,0.16666666666666666,0.0,0.5,0.3333333333333333,0.16666666666666666
2025-05-28,5,0.5812,0.5128926544609506,2.906,0.0016275430359937403,0.013028392240094876,0.6,0.8,0.2,0.0,0.8,0.2,0.0,0.2,0.2,0.6
2025-05-29,6,0.4632666666666667,0.6083276178726942,2.7796000000000003,-0.0022432555966321005,0.01203656363925871,1.8333333333333333,1.3333333333333333,1.5,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-05-30,5,0.359,0.6681857638411641,1.795,-0.011904761904761904,0.041239304942116126,0.2,0.2,1.0,0.2,0.6,0.4,0.0,0.2,0.2,0.6
2025-05-31,4,-0.08995,0.736818179743144,-0.3598,0.0018656716417910447,0.0037313432835820895,0.5,1.0,1.5,0.0,0.25,0.75,0.0,0.25,0.0,0.75
2025-06-01,2,-0.07119999999999999,0.8762467232463697,-0.14239999999999997,-0.019701213818860877,0.005413889454462829,2.0,0.5,2.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0
2025-06-02,7,0.35131428571428575,0.545577032228482,2.4592,-0.009936974789915967,0.02332692547890884,1.0,0.42857142857142855,0.8571428571428571,0.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.7142857142857143
2025-06-03,6,0.2866666666666667,0.6641271645300068,1.72,0.007504687038538315,0.03122404403728398,1.6666666666666667,2.0,1.5,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.0
2025-06-04,6,0.46218333333333333,0.47820719114905275,2.7731,0.009213926288589691,0.018605911197760255,0.3333333333333333,0.8333333333333334,1.1666666666666667,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.6666666666666666
2025-06-05,6,0.6552166666666667,0.5275942320255849,3.9313000000000002,0.0004094333442515559,0.008155682010755385,0.8333333333333334,1.0,1.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666
2025-06-06,1,0.802,,0.802,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2025-06-07,2,0.2379,0.3364414064885593,0.4758,-0.006993006993006993,0.009889605331280384,3.5,1.5,3.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5
2025-06-08,5,0.4816000000000001,0.5756655843456338,2.4080000000000004,-0.0047619047619047615,0.010647942749998997,0.6,0.2,0.8,0.0,0.6,0.2,0.2,0.0,0.2,0.8
2025-06-09,6,0.6120833333333333,0.4053400025493002,3.6725,0.010552327522874508,0.016352015122396455,0.0,1.3333333333333333,0.5,0.0,0.8333333333333334,0.0,0.16666666666666666,0.3333333333333333,0.0,0.6666666666666666
2025-06-10,9,0.7226111111111111,0.27021775221312,6.5035,0.0061557746341663715,0.02112731052850809,1.1111111111111112,1.3333333333333333,0.4444444444444444,0.0,1.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444
2025-06-11,10,0.5831500000000001,0.43842641914008784,5.8315,0.0141983102401879,0.03754896420504572,0.6,2.5,1.1,0.0,0.9,0.1,0.0,0.6,0.3,0.1
2025-06-12,8,0.5594625,0.37002809907781714,4.4757,0.008143528986872685,0.015730299064724482,0.375,0.875,0.375,0.0,0.875,0.0,0.125,0.375,0.0,0.625
2025-06-13,6,0.43806666666666666,0.6577662249360837,2.6284,-0.0009338812879538671,0.03692063374307218,1.1666666666666667,1.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
2025-06-14,4,0.90405,0.13195124099454314,3.6162,0.00018224939690908264,0.017556914097791435,1.25,1.5,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.0
2025-06-15,7,0.1530142857142857,0.6945678258902472,1.0711,-0.0070050125313283204,0.00763850031455917,1.2857142857142858,0.5714285714285714,1.1428571428571428,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.5714285714285714,0.42857142857142855
2025-06-16,10,0.5273100000000001,0.6261895532149635,5.2731,-0.003311777096519049,0.012351916005442578,1.2,0.6,0.5,0.0,0.8,0.2,0.0,0.2,0.4,0.4
2025-06-17,7,0.0033714285714285886,0.6858169112192303,0.02360000000000012,-0.012979566307047883,0.012415918190427951,1.2857142857142858,0.42857142857142855,1.0,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.7142857142857143,0.2857142857142857
2025-06-18,5,0.8428599999999999,0.17650857769524964,4.2143,0.008494208494208493,0.007675641421582646,0.2,1.2,0.8,0.0,1.0,0.0,0.0,0.8,0.0,0.2
2025-06-19,8,0.7539375,0.38384633062687246,6.0315,0.016469323129043312,0.017773420572547268,0.125,1.25,0.375,0.0,0.875,0.125,0.0,0.625,0.0,0.375
2025-06-20,7,0.5108857142857143,0.6536200232259602,3.5762,-0.004884856241347113,0.025326665461047646,2.2857142857142856,1.4285714285714286,1.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.42857142857142855
2025-06-21,4,0.5484249999999999,0.5004482948650473,2.1936999999999998,0.013383236911700434,0.017944377579111152,0.25,1.25,0.25,0.0,0.75,0.25,0.0,0.75,0.25,0.0
2025-06-22,14,0.3628,0.5875769802266829,5.0792,8.187965240319816e-05,0.022915816866639956,1.0714285714285714,0.7142857142857143,0.6428571428571429,0.0,0.7142857142857143,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857
2025-06-23,11,0.7052,0.32549503529239887,7.7572,0.010277128018410395,0.026690203780282862,1.0909090909090908,1.3636363636363635,1.4545454545454546,0.09090909090909091,0.9090909090909091,0.0,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.45454545454545453
2025-06-24,10,0.48846999999999996,0.719897086858022,4.8847,0.010414729400824762,0.028070209762737285,1.2,1.4,0.6,1.2,0.7,0.2,0.1,0.6,0.2,0.2
2025-06-25,12,0.575125,0.48081822330651774,6.9015,0.0016735068266178269,0.015569154670803532,0.9166666666666666,1.0,0.5833333333333334,0.0,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.4166666666666667,0.3333333333333333,0.25
2025-06-26,2,-0.44725,0.6325070157713667,-0.8945,-0.012345679012345678,0.017459426695964134,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5
2025-06-27,6,0.2399,0.680945892123596,1.4394,-0.0064026792750197,0.01130320758457215,1.5,0.8333333333333334,0.5,0.0,0.5,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666
2025-06-28,2,0.8033,0.05416437943888954,1.6066,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2025-06-29,10,0.6507400000000001,0.44956491856015635,6.5074000000000005,-0.004728624909217617,0.0183551583992769,1.7,1.2,1.5,0.0,0.9,0.1,0.0,0.3,0.5,0.2
2025-06-30,9,0.5773,0.6362603692671736,5.1957,-0.007676626804225151,0.03187334580305444,2.3333333333333335,2.2222222222222223,1.6666666666666667,0.3333333333333333,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.1111111111111111
2025-07-01,11,0.38993636363636364,0.3481809566094254,4.2893,0.006705013139633323,0.055373856479666785,1.0909090909090908,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.18181818181818182
2025-07-02,8,0.26955,0.6341029682044662,2.1564,-0.0009548959338659454,0.015139685799235114,1.25,1.375,1.125,0.0,0.5,0.25,0.25,0.25,0.375,0.375
2025-07-03,11,0.7078363636363636,0.37170562619558845,7.7862,0.005547602829208212,0.016853086485084524,1.4545454545454546,1.4545454545454546,1.1818181818181819,0.09090909090909091,0.9090909090909091,0.09090909090909091,0.0,0.45454545454545453,0.2727272727272727,0.2727272727272727
2025-07-04,3,0.5207999999999999,0.4671046242545668,1.5623999999999998,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0
2025-07-05,11,0.6453090909090909,0.3800048827437496,7.0984,0.004382370520627829,0.009400923089264072,0.36363636363636365,0.6363636363636364,0.45454545454545453,0.18181818181818182,0.8181818181818182,0.0,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.6363636363636364
2025-07-06,13,0.740276923076923,0.4347567560407508,9.6236,0.0016586209071145336,0.037374561221796464,1.0,1.3846153846153846,1.1538461538461537,0.23076923076923078,0.9230769230769231,0.07692307692307693,0.0,0.46153846153846156,0.23076923076923078,0.3076923076923077
2025-07-07,19,0.05677894736842104,0.6599284418943107,1.0787999999999998,-0.008477607767655802,0.012074400371870832,1.368421052631579,0.42105263157894735,1.0526315789473684,0.0,0.5263157894736842,0.42105263157894735,0.05263157894736842,0.0,0.42105263157894735,0.5789473684210527
2025-07-08,11,0.8724,0.12635063118164466,9.5964,0.0024441468947634893,0.011430013935951984,1.8181818181818181,1.6363636363636365,1.0,0.09090909090909091,1.0,0.0,0.0,0.36363636363636365,0.18181818181818182,0.45454545454545453
2025-07-09,9,0.6405333333333334,0.34425987277055686,5.7648,0.0020432441249744696,0.01908392024128329,0.5555555555555556,0.4444444444444444,0.7777777777777778,0.0,0.8888888888888888,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444
2025-07-10,8,0.5986875,0.5968749652206422,4.7895,0.003845176931295306,0.010372469485141426,0.75,1.5,0.875,0.25,0.875,0.125,0.0,0.5,0.125,0.375
